"","date","station","mean_airtemp","daily_precip","mean_windspeed"
"5455",2003-05-08,"Toolik Field Station",-1.3,0,5.6
"5456",2003-05-09,"Toolik Field Station",2.8,0,4.6
"5457",2003-05-10,"Toolik Field Station",2.6,0,1.6
"5458",2003-05-11,"Toolik Field Station",-3.2,0,2.3
"5459",2003-05-12,"Toolik Field Station",-6.9,0,0.7
"5460",2003-05-13,"Toolik Field Station",-6.1,0,0.4
"5461",2003-05-14,"Toolik Field Station",-5.1,0,1.1
"5462",2003-05-15,"Toolik Field Station",-6.6,0,2.6
"5463",2003-05-16,"Toolik Field Station",-7.1,1.5,3
"5464",2003-05-17,"Toolik Field Station",-2.1,0,4.2
"5465",2003-05-18,"Toolik Field Station",0.1,0.3,2.7
"5466",2003-05-19,"Toolik Field Station",-0.5,0,2.8
"5467",2003-05-20,"Toolik Field Station",-0.2,0,4.9
"5468",2003-05-21,"Toolik Field Station",-0.4,3,3
"5469",2003-05-22,"Toolik Field Station",-5.4,11.7,3.9
"5470",2003-05-23,"Toolik Field Station",-7.1,0,3
"5471",2003-05-24,"Toolik Field Station",-9.2,1.5,2.2
"5472",2003-05-25,"Toolik Field Station",-6.2,0.8,1.7
"5473",2003-05-26,"Toolik Field Station",2.9,0,5.5
"5474",2003-05-27,"Toolik Field Station",4,0,5.5
"5475",2003-05-28,"Toolik Field Station",1.2,0,3.3
"5476",2003-05-29,"Toolik Field Station",0.3,0,2.4
"5477",2003-05-30,"Toolik Field Station",1,0,2.6
"5478",2003-05-31,"Toolik Field Station",6,2,2.2
"5479",2003-06-01,"Toolik Field Station",3.6,0,2.4
"5480",2003-06-02,"Toolik Field Station",4,0.5,2
"5481",2003-06-03,"Toolik Field Station",5.9,2.8,2.1
"5482",2003-06-04,"Toolik Field Station",4.5,0.3,2.5
"5483",2003-06-05,"Toolik Field Station",7.8,3.3,3.1
"5484",2003-06-06,"Toolik Field Station",9.6,0,2.9
"5485",2003-06-07,"Toolik Field Station",8.8,2,1.9
"5486",2003-06-08,"Toolik Field Station",10.3,1.5,2.9
"5487",2003-06-09,"Toolik Field Station",10.2,2,3.1
"5488",2003-06-10,"Toolik Field Station",10.2,0,3.1
"5489",2003-06-11,"Toolik Field Station",6.2,0,3.1
"5490",2003-06-12,"Toolik Field Station",2.5,0,2.6
"5491",2003-06-13,"Toolik Field Station",4.3,0,2.9
"5492",2003-06-14,"Toolik Field Station",7.7,0,2.2
"5493",2003-06-15,"Toolik Field Station",9.8,2.8,2.9
"5494",2003-06-16,"Toolik Field Station",9.7,2.3,2.9
"5495",2003-06-17,"Toolik Field Station",7.6,0.8,3.2
"5496",2003-06-18,"Toolik Field Station",1.6,0,3
"5497",2003-06-19,"Toolik Field Station",3.8,0,3.2
"5498",2003-06-20,"Toolik Field Station",9.6,0.3,1.9
"5499",2003-06-21,"Toolik Field Station",9.1,0,2.7
"5500",2003-06-22,"Toolik Field Station",10.3,0,2.3
"5501",2003-06-23,"Toolik Field Station",11.4,0,3
"5502",2003-06-24,"Toolik Field Station",13.5,0,2.5
"5503",2003-06-25,"Toolik Field Station",13.5,0,3.3
"5504",2003-06-26,"Toolik Field Station",11.8,0.3,2.8
"5505",2003-06-27,"Toolik Field Station",11.9,0,2.6
"5506",2003-06-28,"Toolik Field Station",13.7,1.5,2.4
"5507",2003-06-29,"Toolik Field Station",15.5,0,4.9
"5508",2003-06-30,"Toolik Field Station",13.6,0,2.4
"5509",2003-07-01,"Toolik Field Station",15.4,0,5.5
"5510",2003-07-02,"Toolik Field Station",12.7,16.5,3.4
"5511",2003-07-03,"Toolik Field Station",3.9,26.2,2.5
"5512",2003-07-04,"Toolik Field Station",11,0,2.2
"5513",2003-07-05,"Toolik Field Station",14,0,3.3
"5514",2003-07-06,"Toolik Field Station",12.8,0,3.4
"5515",2003-07-07,"Toolik Field Station",8.7,14,3.9
"5516",2003-07-08,"Toolik Field Station",12.9,2.5,4.8
"5517",2003-07-09,"Toolik Field Station",14.3,0.5,1.9
"5518",2003-07-10,"Toolik Field Station",13.7,2.3,3.1
"5519",2003-07-11,"Toolik Field Station",10.6,4.1,2.6
"5520",2003-07-12,"Toolik Field Station",9.2,6.6,3.5
"5521",2003-07-13,"Toolik Field Station",7.3,5.3,2.6
"5522",2003-07-14,"Toolik Field Station",4.2,2.8,3.1
"5523",2003-07-15,"Toolik Field Station",0,2.8,3.4
"5524",2003-07-16,"Toolik Field Station",1.5,2,5.3
"5525",2003-07-17,"Toolik Field Station",0.3,10.7,3.6
"5526",2003-07-18,"Toolik Field Station",8.9,0,4.3
"5527",2003-07-19,"Toolik Field Station",12.7,0,2.6
"5528",2003-07-20,"Toolik Field Station",16.8,0,2.8
"5529",2003-07-21,"Toolik Field Station",15.7,0,3.5
"5530",2003-07-22,"Toolik Field Station",12.9,0.3,2.7
"5531",2003-07-23,"Toolik Field Station",11.3,0.3,3.9
"5532",2003-07-24,"Toolik Field Station",12.8,5.8,4.2
"5533",2003-07-25,"Toolik Field Station",5.2,26.7,2.7
"5534",2003-07-26,"Toolik Field Station",2.3,6.1,2.7
"5535",2003-07-27,"Toolik Field Station",1,3,4.3
"5536",2003-07-28,"Toolik Field Station",6.9,3,3.6
"5537",2003-07-29,"Toolik Field Station",8,3.8,5.4
"5538",2003-07-30,"Toolik Field Station",3.1,8.9,2.8
"5539",2003-07-31,"Toolik Field Station",2.6,0,1.9
"5540",2003-08-01,"Toolik Field Station",2.9,0.5,2.6
"5541",2003-08-02,"Toolik Field Station",5.6,2,1.9
"5542",2003-08-03,"Toolik Field Station",2.9,3.8,3.1
"5543",2003-08-04,"Toolik Field Station",8.3,2.5,3
"5544",2003-08-05,"Toolik Field Station",1.2,2.3,4.9
"5545",2003-08-06,"Toolik Field Station",6.3,1,3.7
"5546",2003-08-07,"Toolik Field Station",4,2.5,4.6
"5547",2003-08-08,"Toolik Field Station",8.7,2.5,3.2
"5548",2003-08-09,"Toolik Field Station",10.5,1.5,3.5
"5549",2003-08-10,"Toolik Field Station",12.5,5.6,2.8
"5550",2003-08-11,"Toolik Field Station",2.3,24.1,3.6
"5551",2003-08-12,"Toolik Field Station",0.5,16.3,2.5
"5552",2003-08-13,"Toolik Field Station",3,2.3,2.1
"5553",2003-08-14,"Toolik Field Station",10.2,0.5,4
"5554",2003-08-15,"Toolik Field Station",11.5,1,2.6
"5555",2003-08-16,"Toolik Field Station",10.3,3,2.9
"5556",2003-08-17,"Toolik Field Station",5.2,14.2,3.2
"5557",2003-08-18,"Toolik Field Station",5.4,0,2.3
"5558",2003-08-19,"Toolik Field Station",7,1.8,2.5
"5559",2003-08-20,"Toolik Field Station",4.7,0,3.1
"5560",2003-08-21,"Toolik Field Station",4.4,0.3,3.2
"5561",2003-08-22,"Toolik Field Station",3,0,2.2
"5562",2003-08-23,"Toolik Field Station",4.3,0,2.3
"5563",2003-08-24,"Toolik Field Station",1,3.6,3.2
"5564",2003-08-25,"Toolik Field Station",3.5,2,2.4
"5565",2003-08-26,"Toolik Field Station",5.4,2.5,2.5
"5566",2003-08-27,"Toolik Field Station",3.1,1.8,1.9
"5567",2003-08-28,"Toolik Field Station",8.2,3,2.7
"5568",2003-08-29,"Toolik Field Station",10.4,1.3,3.6
"5569",2003-08-30,"Toolik Field Station",9.4,0,2.8
"5570",2003-08-31,"Toolik Field Station",2.7,0,3.1
"5571",2003-09-01,"Toolik Field Station",0.9,0,2.3
"5572",2003-09-02,"Toolik Field Station",2.3,1.3,1.8
"5573",2003-09-03,"Toolik Field Station",6.1,1.8,4.5
"5574",2003-09-04,"Toolik Field Station",4.7,0,2.9
"5575",2003-09-05,"Toolik Field Station",-0.8,0,2.6
"5576",2003-09-06,"Toolik Field Station",2.8,2.3,2.5
"5577",2003-09-07,"Toolik Field Station",5.9,0,3.9
"5578",2003-09-08,"Toolik Field Station",0.3,0,5.1
"5579",2003-09-09,"Toolik Field Station",-6,1,1.7
"5580",2003-09-10,"Toolik Field Station",-2.6,0,3.8
"5581",2003-09-11,"Toolik Field Station",-3.9,3.3,3.6
"5582",2003-09-12,"Toolik Field Station",-5.2,5.8,7
"5583",2003-09-13,"Toolik Field Station",-5.1,3.6,2
"5584",2003-09-14,"Toolik Field Station",-6.3,0.5,3.1
"5585",2003-09-15,"Toolik Field Station",-1.1,9.7,4.5
"5586",2003-09-16,"Toolik Field Station",-4.9,2,1
"5587",2003-09-17,"Toolik Field Station",-10.2,0.5,2.3
"5588",2003-09-18,"Toolik Field Station",-7,0,3.4
"5589",2003-09-19,"Toolik Field Station",-6.9,0,2.2
"5590",2003-09-20,"Toolik Field Station",-7.5,0,2
"5591",2003-09-21,"Toolik Field Station",-9.2,0,2.4
"5592",2003-09-22,"Toolik Field Station",-8.6,1,2.6
"5593",2003-09-23,"Toolik Field Station",-7.9,0,2.6
"5594",2003-09-24,"Toolik Field Station",-11.9,0,2.6
"5595",2003-09-25,"Toolik Field Station",-9.7,0,2
"5596",2003-09-26,"Toolik Field Station",-10,0,3.6
"5597",2003-09-27,"Toolik Field Station",-5.8,0,3.2
"5598",2003-09-28,"Toolik Field Station",-0.2,0,4.3
"5599",2003-09-29,"Toolik Field Station",5.1,0,6.3
"5600",2003-09-30,"Toolik Field Station",3,0.3,2.2
"5601",2003-10-01,"Toolik Field Station",10.1,2,5.5
"5602",2003-10-02,"Toolik Field Station",11.3,0,3.7
"5603",2003-10-03,"Toolik Field Station",2.7,4.6,3.4
"5604",2003-10-04,"Toolik Field Station",-4.7,3.6,2.4
"5605",2003-10-05,"Toolik Field Station",-8.7,0,2.5
"5606",2003-10-06,"Toolik Field Station",-5.9,0,1.2
"5607",2003-10-07,"Toolik Field Station",0,1,2.3
"5608",2003-10-08,"Toolik Field Station",0.2,0.8,2.6
"5609",2003-10-09,"Toolik Field Station",-4.2,0,2.7
"5610",2003-10-10,"Toolik Field Station",-0.7,0,3.1
"5611",2003-10-11,"Toolik Field Station",-1.4,0,4.7
"5612",2003-10-12,"Toolik Field Station",-6.4,0,2.1
"5613",2003-10-13,"Toolik Field Station",-8.8,0,2.6
"5614",2003-10-14,"Toolik Field Station",-8.4,0,2.2
"5615",2003-10-15,"Toolik Field Station",-9.3,0,1.7
"5616",2003-10-16,"Toolik Field Station",-10.7,0,1.4
"5617",2003-10-17,"Toolik Field Station",-10,0,1.2
"5618",2003-10-18,"Toolik Field Station",-14.7,22.9,2
"5619",2003-10-19,"Toolik Field Station",-11.8,0,1.8
"5620",2003-10-20,"Toolik Field Station",-11.6,0,1
"5621",2003-10-21,"Toolik Field Station",-11.5,0,1.3
"5622",2003-10-22,"Toolik Field Station",-13.2,0,0.5
"5623",2003-10-23,"Toolik Field Station",-12,0,0.9
"5624",2003-10-24,"Toolik Field Station",-13.9,0,1.3
"5625",2003-10-25,"Toolik Field Station",-17.3,0,1.6
"5626",2003-10-26,"Toolik Field Station",-14.3,0,3.2
"5627",2003-10-27,"Toolik Field Station",-9.6,0,3.7
"5628",2003-10-28,"Toolik Field Station",-13.9,0,4.2
"5629",2003-10-29,"Toolik Field Station",-3.8,0,6.3
"5630",2003-10-30,"Toolik Field Station",2.4,0,6.5
"5631",2003-10-31,"Toolik Field Station",-0.3,0,2.9
"5632",2003-11-01,"Toolik Field Station",-5.7,0,2.4
"5633",2003-11-02,"Toolik Field Station",-2.2,0,2.4
"5634",2003-11-03,"Toolik Field Station",-4.5,0,3.7
"5635",2003-11-04,"Toolik Field Station",-1,0,3.1
"5636",2003-11-05,"Toolik Field Station",-1.3,0,2.8
"5637",2003-11-06,"Toolik Field Station",0.4,0,4.1
"5638",2003-11-07,"Toolik Field Station",-4.2,0,3.3
"5639",2003-11-08,"Toolik Field Station",-5.6,0,3.5
"5640",2003-11-09,"Toolik Field Station",-18.8,0,1.9
"5641",2003-11-10,"Toolik Field Station",-25.5,0,1.5
"5642",2003-11-11,"Toolik Field Station",-30.6,0,2.5
"5643",2003-11-12,"Toolik Field Station",-27.8,0,3.5
"5644",2003-11-13,"Toolik Field Station",-24.5,0,2.9
"5645",2003-11-14,"Toolik Field Station",-31,0,2.9
"5646",2003-11-15,"Toolik Field Station",-31.1,0,3.4
"5647",2003-11-16,"Toolik Field Station",-31.8,0,4.1
"5648",2003-11-17,"Toolik Field Station",-27.1,0,5
"5649",2003-11-18,"Toolik Field Station",-23.6,0,4.2
"5650",2003-11-19,"Toolik Field Station",-23.3,0,3.5
"5651",2003-11-20,"Toolik Field Station",-10.8,0,7
"5652",2003-11-21,"Toolik Field Station",-4.6,0,7.3
"5653",2003-11-22,"Toolik Field Station",-15.1,0,3.4
"5654",2003-11-23,"Toolik Field Station",-15.9,0,7.2
"5655",2003-11-24,"Toolik Field Station",-19.3,0,3.5
"5656",2003-11-25,"Toolik Field Station",-23.8,0,3.1
"5657",2003-11-26,"Toolik Field Station",-23.2,0,4.7
"5658",2003-11-27,"Toolik Field Station",-15.2,0,NA
"5659",2003-11-28,"Toolik Field Station",-15.3,0,6.6
"5660",2003-11-29,"Toolik Field Station",-23.5,0,2.8
"5661",2003-11-30,"Toolik Field Station",-27.9,0,3.1
"5662",2003-12-01,"Toolik Field Station",-29.4,0,2.7
"5663",2003-12-02,"Toolik Field Station",-34.1,0,2.6
"5664",2003-12-03,"Toolik Field Station",-32.5,0,3.5
"5665",2003-12-04,"Toolik Field Station",-28,0,3.3
"5666",2003-12-05,"Toolik Field Station",-26.7,0,3.3
"5667",2003-12-06,"Toolik Field Station",-18.1,0,4.1
"5668",2003-12-07,"Toolik Field Station",-19.9,0,3
"5669",2003-12-08,"Toolik Field Station",-19.4,0,4.6
"5670",2003-12-09,"Toolik Field Station",-18.9,0,3.9
"5671",2003-12-10,"Toolik Field Station",-8.1,0,4.1
"5672",2003-12-11,"Toolik Field Station",-12.5,0,1.9
"5673",2003-12-12,"Toolik Field Station",-7.9,0,4.1
"5674",2003-12-13,"Toolik Field Station",-9.7,0,4.1
"5675",2003-12-14,"Toolik Field Station",-15.6,0.8,2.7
"5676",2003-12-15,"Toolik Field Station",-21.2,0,2.3
"5677",2003-12-16,"Toolik Field Station",-23.7,0,1.2
"5678",2003-12-17,"Toolik Field Station",-17.1,0,2.1
"5679",2003-12-18,"Toolik Field Station",-15.4,0,2.5
"5680",2003-12-19,"Toolik Field Station",-14,0,3.5
"5681",2003-12-20,"Toolik Field Station",-10.3,1.5,2.4
"5682",2003-12-21,"Toolik Field Station",-19.5,0,3
"5683",2003-12-22,"Toolik Field Station",-22.1,0,1.9
"5684",2003-12-23,"Toolik Field Station",-25.6,0,2.1
"5685",2003-12-24,"Toolik Field Station",-25.2,0,1.4
"5686",2003-12-25,"Toolik Field Station",-26,0,1
"5687",2003-12-26,"Toolik Field Station",-25.7,0,1.4
"5688",2003-12-27,"Toolik Field Station",-21.9,0,1.7
"5689",2003-12-28,"Toolik Field Station",-16.2,3.8,6.8
"5690",2003-12-29,"Toolik Field Station",-7.4,2.3,11.7
"5691",2003-12-30,"Toolik Field Station",-7.6,22.6,4.6
"5692",2003-12-31,"Toolik Field Station",-13.6,0,2.4
"5693",2004-01-01,"Toolik Field Station",-13.1,0,4.9
"5694",2004-01-02,"Toolik Field Station",-12.3,0,4.9
"5695",2004-01-03,"Toolik Field Station",-10.5,0,5.2
"5696",2004-01-04,"Toolik Field Station",-8.5,0,4.2
"5697",2004-01-05,"Toolik Field Station",-14.1,0,5.1
"5698",2004-01-06,"Toolik Field Station",-26.9,0,3.9
"5699",2004-01-07,"Toolik Field Station",-30,0,1.5
"5700",2004-01-08,"Toolik Field Station",-36.5,0,1.3
"5701",2004-01-09,"Toolik Field Station",-36.6,0,1.2
"5702",2004-01-10,"Toolik Field Station",-27.2,0,1.5
"5703",2004-01-11,"Toolik Field Station",-17.4,0,2.7
"5704",2004-01-12,"Toolik Field Station",-18.4,0,4
"5705",2004-01-13,"Toolik Field Station",-21.3,0,1
"5706",2004-01-14,"Toolik Field Station",-28.9,0,1.4
"5707",2004-01-15,"Toolik Field Station",-37.6,0,1.9
"5708",2004-01-16,"Toolik Field Station",-30.8,0,2.4
"5709",2004-01-17,"Toolik Field Station",-35,0,2.2
"5710",2004-01-18,"Toolik Field Station",-37.3,0,2.3
"5711",2004-01-19,"Toolik Field Station",-35.2,0,2
"5712",2004-01-20,"Toolik Field Station",-22.9,0,6
"5713",2004-01-21,"Toolik Field Station",-20.3,0,NA
"5714",2004-01-22,"Toolik Field Station",-27.2,0,NA
"5715",2004-01-23,"Toolik Field Station",-27.3,0,NA
"5716",2004-01-24,"Toolik Field Station",-18.9,0,NA
"5717",2004-01-25,"Toolik Field Station",-16.1,0,NA
"5718",2004-01-26,"Toolik Field Station",-16.2,0,NA
"5719",2004-01-27,"Toolik Field Station",-17.6,0,NA
"5720",2004-01-28,"Toolik Field Station",-20.4,0,NA
"5721",2004-01-29,"Toolik Field Station",-25.7,0,NA
"5722",2004-01-30,"Toolik Field Station",-30.7,0,NA
"5723",2004-01-31,"Toolik Field Station",-30.7,0,NA
"5724",2004-02-01,"Toolik Field Station",-32.7,0,NA
"5725",2004-02-02,"Toolik Field Station",-29.9,0,NA
"5726",2004-02-03,"Toolik Field Station",-30.3,0,NA
"5727",2004-02-04,"Toolik Field Station",-32.4,0,NA
"5728",2004-02-05,"Toolik Field Station",-33.7,0,NA
"5729",2004-02-06,"Toolik Field Station",-33.9,0,NA
"5730",2004-02-07,"Toolik Field Station",-35.1,0,NA
"5731",2004-02-08,"Toolik Field Station",-38.7,0,NA
"5732",2004-02-09,"Toolik Field Station",-17.5,NA,NA
"5733",2004-02-10,"Toolik Field Station",-6,NA,NA
"5734",2004-02-11,"Toolik Field Station",-17.9,NA,NA
"5735",2004-02-12,"Toolik Field Station",-10.2,NA,NA
"5736",2004-02-13,"Toolik Field Station",-20.9,NA,NA
"5737",2004-02-14,"Toolik Field Station",-33,NA,NA
"5738",2004-02-15,"Toolik Field Station",-32.3,NA,NA
"5739",2004-02-16,"Toolik Field Station",-29.9,NA,NA
"5740",2004-02-17,"Toolik Field Station",-36.2,NA,NA
"5741",2004-02-18,"Toolik Field Station",-38.5,NA,NA
"5742",2004-02-19,"Toolik Field Station",-36.4,NA,NA
"5743",2004-02-20,"Toolik Field Station",-31.7,NA,NA
"5744",2004-02-21,"Toolik Field Station",-29.5,NA,NA
"5745",2004-02-22,"Toolik Field Station",-29.5,NA,NA
"5746",2004-02-23,"Toolik Field Station",-18,NA,NA
"5747",2004-02-24,"Toolik Field Station",-22.6,NA,NA
"5748",2004-02-25,"Toolik Field Station",-28,NA,NA
"5749",2004-02-26,"Toolik Field Station",-33.5,NA,NA
"5750",2004-02-27,"Toolik Field Station",-32.5,NA,NA
"5751",2004-02-28,"Toolik Field Station",-22.6,NA,NA
"5752",2004-02-29,"Toolik Field Station",-23.9,NA,NA
"5753",2004-03-01,"Toolik Field Station",-26.3,NA,NA
"5754",2004-03-02,"Toolik Field Station",-11.1,NA,NA
"5755",2004-03-03,"Toolik Field Station",-14,NA,NA
"5756",2004-03-04,"Toolik Field Station",-29.5,NA,NA
"5757",2004-03-05,"Toolik Field Station",-31.9,NA,NA
"5758",2004-03-06,"Toolik Field Station",-37.4,NA,NA
"5759",2004-03-07,"Toolik Field Station",-34.2,NA,NA
"5760",2004-03-08,"Toolik Field Station",-29.8,NA,NA
"5761",2004-03-09,"Toolik Field Station",-26.6,NA,NA
"5762",2004-03-10,"Toolik Field Station",-11,NA,NA
"5763",2004-03-11,"Toolik Field Station",-7.4,NA,NA
"5764",2004-03-12,"Toolik Field Station",-12.3,NA,NA
"5765",2004-03-13,"Toolik Field Station",-9.8,NA,NA
"5766",2004-03-14,"Toolik Field Station",-11.5,NA,NA
"5767",2004-03-15,"Toolik Field Station",-16.1,NA,NA
"5768",2004-03-16,"Toolik Field Station",-20.5,NA,NA
"5769",2004-03-17,"Toolik Field Station",-24.6,NA,NA
"5770",2004-03-18,"Toolik Field Station",-31.5,NA,NA
"5771",2004-03-19,"Toolik Field Station",-25.9,NA,NA
"5772",2004-03-20,"Toolik Field Station",-10.5,NA,NA
"5773",2004-03-21,"Toolik Field Station",-3.6,NA,NA
"5774",2004-03-22,"Toolik Field Station",-4.6,NA,NA
"5775",2004-03-23,"Toolik Field Station",-21.9,NA,NA
"5776",2004-03-24,"Toolik Field Station",-37.2,NA,NA
"5777",2004-03-25,"Toolik Field Station",-29.7,NA,NA
"5778",2004-03-26,"Toolik Field Station",-29.9,NA,NA
"5779",2004-03-27,"Toolik Field Station",-32,NA,NA
"5780",2004-03-28,"Toolik Field Station",-34.6,NA,NA
"5781",2004-03-29,"Toolik Field Station",-35.4,NA,NA
"5782",2004-03-30,"Toolik Field Station",-32.2,NA,NA
"5783",2004-03-31,"Toolik Field Station",-28.2,NA,NA
"5784",2004-04-01,"Toolik Field Station",-27.4,0,NA
"5785",2004-04-02,"Toolik Field Station",-30.2,0,NA
"5786",2004-04-03,"Toolik Field Station",-30.4,0,NA
"5787",2004-04-04,"Toolik Field Station",-25.5,0,NA
"5788",2004-04-05,"Toolik Field Station",-8.9,0.3,NA
"5789",2004-04-06,"Toolik Field Station",-5.9,0,NA
"5790",2004-04-07,"Toolik Field Station",-2.7,0,NA
"5791",2004-04-08,"Toolik Field Station",0.3,2.4,NA
"5792",2004-04-09,"Toolik Field Station",-4.2,0,NA
"5793",2004-04-10,"Toolik Field Station",-3.6,0.3,NA
"5794",2004-04-11,"Toolik Field Station",-2.1,1.5,NA
"5795",2004-04-12,"Toolik Field Station",-6.4,0,NA
"5796",2004-04-13,"Toolik Field Station",-5.5,0,NA
"5797",2004-04-14,"Toolik Field Station",-8.4,0,NA
"5798",2004-04-15,"Toolik Field Station",-8.6,0,NA
"5799",2004-04-16,"Toolik Field Station",-7.6,0,NA
"5800",2004-04-17,"Toolik Field Station",-10.2,0,NA
"5801",2004-04-18,"Toolik Field Station",-19.8,0,NA
"5802",2004-04-19,"Toolik Field Station",-17.3,0,NA
"5803",2004-04-20,"Toolik Field Station",-9.6,0,NA
"5804",2004-04-21,"Toolik Field Station",-6.6,0.6,NA
"5805",2004-04-22,"Toolik Field Station",-8.2,0,NA
"5806",2004-04-23,"Toolik Field Station",-13.8,0,NA
"5807",2004-04-24,"Toolik Field Station",-9.1,0,NA
"5808",2004-04-25,"Toolik Field Station",-4.1,0,NA
"5809",2004-04-26,"Toolik Field Station",-1.8,0,NA
"5810",2004-04-27,"Toolik Field Station",0.4,0,NA
"5811",2004-04-28,"Toolik Field Station",0.6,0.6,NA
"5812",2004-04-29,"Toolik Field Station",-2.7,1.5,NA
"5813",2004-04-30,"Toolik Field Station",-2.5,0.9,NA
"5814",2004-05-01,"Toolik Field Station",-7,0,NA
"5815",2004-05-02,"Toolik Field Station",-0.7,0,NA
"5816",2004-05-03,"Toolik Field Station",-5.9,0,NA
"5817",2004-05-04,"Toolik Field Station",-5.2,0,NA
"5818",2004-05-05,"Toolik Field Station",-7.9,0,NA
"5819",2004-05-06,"Toolik Field Station",-4.1,0,NA
"5820",2004-05-07,"Toolik Field Station",-9.7,0.6,NA
"5821",2004-05-08,"Toolik Field Station",-4.1,0.9,NA
"5822",2004-05-09,"Toolik Field Station",-2.3,3.3,NA
"5823",2004-05-10,"Toolik Field Station",0,0,NA
"5824",2004-05-11,"Toolik Field Station",1.4,0,NA
"5825",2004-05-12,"Toolik Field Station",1.6,0.3,NA
"5826",2004-05-13,"Toolik Field Station",3,0,NA
"5827",2004-05-14,"Toolik Field Station",4.8,0,NA
"5828",2004-05-15,"Toolik Field Station",4.3,0,NA
"5829",2004-05-16,"Toolik Field Station",5.9,0,NA
"5830",2004-05-17,"Toolik Field Station",6.4,0,NA
"5831",2004-05-18,"Toolik Field Station",3.2,0,NA
"5832",2004-05-19,"Toolik Field Station",1.9,0.9,NA
"5833",2004-05-20,"Toolik Field Station",0.9,1.2,NA
"5834",2004-05-21,"Toolik Field Station",2.8,0,NA
"5835",2004-05-22,"Toolik Field Station",4.6,0,NA
"5836",2004-05-23,"Toolik Field Station",6.9,0,NA
"5837",2004-05-24,"Toolik Field Station",6.3,2.1,NA
"5838",2004-05-25,"Toolik Field Station",-0.4,0.3,NA
"5839",2004-05-26,"Toolik Field Station",1.8,0.9,NA
"5840",2004-05-27,"Toolik Field Station",7.4,0,NA
"5841",2004-05-28,"Toolik Field Station",5.5,0,NA
"5842",2004-05-29,"Toolik Field Station",5.4,0,NA
"5843",2004-05-30,"Toolik Field Station",9.3,0.3,NA
"5844",2004-05-31,"Toolik Field Station",10.7,0,NA
"5845",2004-06-01,"Toolik Field Station",9.5,0.9,NA
"5846",2004-06-02,"Toolik Field Station",9.2,0,NA
"5847",2004-06-03,"Toolik Field Station",11.4,0.9,NA
"5848",2004-06-04,"Toolik Field Station",11.5,0,NA
"5849",2004-06-05,"Toolik Field Station",10.6,0,NA
"5850",2004-06-06,"Toolik Field Station",11.1,0,NA
"5851",2004-06-07,"Toolik Field Station",10.8,0,NA
"5852",2004-06-08,"Toolik Field Station",8.7,0,NA
"5853",2004-06-09,"Toolik Field Station",4.7,0,NA
"5854",2004-06-10,"Toolik Field Station",6.6,0,0.7
"5855",2004-06-11,"Toolik Field Station",6.4,0,0.7
"5856",2004-06-12,"Toolik Field Station",7.5,0,0.6
"5857",2004-06-13,"Toolik Field Station",13.4,4.8,0.7
"5858",2004-06-14,"Toolik Field Station",14.7,4.6,0.6
"5859",2004-06-15,"Toolik Field Station",14.1,6.4,0.7
"5860",2004-06-16,"Toolik Field Station",15.8,2.8,0.6
"5861",2004-06-17,"Toolik Field Station",15.3,0,2
"5862",2004-06-18,"Toolik Field Station",12.9,0,4.2
"5863",2004-06-19,"Toolik Field Station",15.1,0,2.7
"5864",2004-06-20,"Toolik Field Station",16,0,3.6
"5865",2004-06-21,"Toolik Field Station",14.4,0.8,2.8
"5866",2004-06-22,"Toolik Field Station",13.9,0,2.6
"5867",2004-06-23,"Toolik Field Station",15.6,0,2.3
"5868",2004-06-24,"Toolik Field Station",15.5,0,3
"5869",2004-06-25,"Toolik Field Station",12.4,0.5,2.8
"5870",2004-06-26,"Toolik Field Station",9.3,2.8,3.6
"5871",2004-06-27,"Toolik Field Station",16.3,0,2.7
"5872",2004-06-28,"Toolik Field Station",16.1,0,3.5
"5873",2004-06-29,"Toolik Field Station",12.8,0,3.3
"5874",2004-06-30,"Toolik Field Station",12.9,0,3.3
"5875",2004-07-01,"Toolik Field Station",18.2,0,3
"5876",2004-07-02,"Toolik Field Station",20.7,0,3.9
"5877",2004-07-03,"Toolik Field Station",17.5,0,2.7
"5878",2004-07-04,"Toolik Field Station",14.1,0,2.8
"5879",2004-07-05,"Toolik Field Station",9.9,16.3,3.4
"5880",2004-07-06,"Toolik Field Station",11,2.8,4
"5881",2004-07-07,"Toolik Field Station",7.2,13,3.5
"5882",2004-07-08,"Toolik Field Station",8.2,0.3,2.9
"5883",2004-07-09,"Toolik Field Station",7.5,30.2,4.3
"5884",2004-07-10,"Toolik Field Station",8.1,16.8,3.8
"5885",2004-07-11,"Toolik Field Station",15.1,0,3.9
"5886",2004-07-12,"Toolik Field Station",12.2,0,2.8
"5887",2004-07-13,"Toolik Field Station",14,0,2.8
"5888",2004-07-14,"Toolik Field Station",15.1,0,2.7
"5889",2004-07-15,"Toolik Field Station",14.2,0,2.8
"5890",2004-07-16,"Toolik Field Station",14.6,0,2.7
"5891",2004-07-17,"Toolik Field Station",14.8,21.3,2.7
"5892",2004-07-18,"Toolik Field Station",13.4,15.5,2.6
"5893",2004-07-19,"Toolik Field Station",10.9,0.5,2.9
"5894",2004-07-20,"Toolik Field Station",11.2,2.3,3.6
"5895",2004-07-21,"Toolik Field Station",9.6,0.5,3.7
"5896",2004-07-22,"Toolik Field Station",14.7,0,2.4
"5897",2004-07-23,"Toolik Field Station",14,0,2.6
